57.178543,62.06426
63.004425,61.902798
51.52457,77.23352
47.54402,77.0017
51.33936,64.03803
39.229065,100.96838
55.056217,73.760704
57.966988,86.84169
52.773914,81.328354
67.2638,84.32947
45.131958,72.78036
54.935516,75.938194
57.12941,64.92684
42.460453,70.43992
53.30592,82.892494
57.46301,84.206436
49.754955,74.17431
60.303913,78.08621
21.9621,36.84435
53.008568,29.538975
39.830963,26.357906
28.653864,35.01175
51.502403,37.404873
23.675068,23.459023
26.771296,11.950547
23.042763,20.192987
25.683147,22.98722
28.603302,18.329287
33.85468,26.027992
72.29416,53.773155
73.295265,74.40881
81.13124,50.32001
80.79764,72.91146
61.10731,74.90012
72.29965,64.70871
77.61946,62.373325
71.01452,56.29636
76.8702,55.040295
74.89276,61.98848
82.23659,41.74061
63.600597,40.05358
81.1262,58.892727
64.897026,35.140495
84.151054,47.561375
81.84014,50.68166
64.82012,45.313877
71.34836,57.18133
78.62346,36.27787
75.353264,40.565044
