3.824991,17.88744
15.754543,30.265749
11.318519,8.335062
6.433455,15.093702
6.489177,26.088247
15.759125,13.069455
23.120792,5.4138737
12.916097,13.833082
14.698694,12.2794895
21.30793,15.522042
8.669958,15.574872
18.234482,15.934409
14.770652,14.625674
22.489561,18.877737
12.204078,15.715824
87.781685,80.57599
87.80432,76.96178
91.65609,82.029625
93.79807,89.19696
84.95624,82.09585
35.793533,79.50865
37.73092,68.646095
33.937992,63.56255
47.509876,75.50566
54.601234,60.515
44.93322,74.114944
44.623352,78.10175
33.44878,79.85646
39.197742,65.15652
61.320087,31.092445
61.98336,14.552285
53.148964,21.551096
45.69905,28.274939
58.936344,29.006027
48.691307,30.250336
47.618225,42.133873
53.36463,33.841576
62.936005,28.110321
50.97208,23.255098
53.340782,19.742485
49.0834,31.22592
58.11689,27.371862
52.51795,39.622543
53.644707,26.313364
56.804028,35.164783
64.86123,29.272692
62.361603,33.51731
43.7071,33.30446
59.744263,32.99415
71.24779,44.230522
71.56945,46.55759
70.71104,35.641266
79.928635,47.42931
71.189384,48.6551
73.30071,38.584415
64.422165,42.167194
65.88155,40.73037
62.60412,44.268566
69.0818,38.780796
15.735741,55.166492
28.737907,59.453262
23.045277,68.72517
30.917967,49.859924
34.321293,58.4741
41.24265,63.324474
19.283998,63.825516
14.853816,56.973557
31.95246,59.54349
28.35635,65.253006
28.981743,53.51105
18.503662,61.864796
24.971777,58.257385
28.849731,56.99022
27.14223,60.033875
35.508087,61.037807
24.075264,69.28241
28.393848,59.356365
31.478708,55.14705
35.070538,51.5245
27.381702,62.06783
27.68942,63.77413
24.42024,54.24291
20.672813,64.73079
21.148218,57.715397
33.75689,55.18738
20.232367,62.964283
